VERB	WORD_ID	SENTENCE	LEMMA	PASS	PART	SCF	IN/RP	CORRECT SCF	CORRECT IN/RP	STC_ID	COMMENT
'm	3	Today I ['m] very tired and I have no time to take a rest .	be	0	0	acomp	0	acomp	0	334	#
have	8	Today I 'm very tired and I [have] no time to take a rest .	have	0	0	dobj_N	0	dobj_N	0	334	#
take	12	Today I 'm very tired and I have no time to [take] a rest .	take	0	0	dobj_N	0	dobj_N	0	334	#
have	12	"As you can see in my budget outline enclosed , I [have] an adequate income to pay off the loan ."	have	0	0	dobj_N	0	dobj_N	0	335	#
think	7	"I browsed the link , I [think] you should buy the purple top , you look like very young ."	think	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	336	#
buy	10	"I browsed the link , I think you should [buy] the purple top , you look like very young ."	buy	0	0	dobj_N	0	dobj_N	0	336	#
need	2	We [need] as much words as possible to achieve native speaker fluency .	need	0	0	dobj_N	0	dobj_N	0	337	#
achieve	9	We need as much words as possible to [achieve] native speaker fluency .	achieve	0	0	dobj_N	0	dobj_N	0	337	#
is	4	although the commutativity [is] less effective compared to the other group .	be	0	0	acomp	0	acomp	0	338	#
think	2	I [think] you should buy a blue sweatshirt .	think	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	340	#
buy	5	I think you should [buy] a blue sweatshirt .	buy	0	0	dobj_N	0	dobj_N	0	340	#
remember	3	"Do you [remember] you said that dating was unnatural , but we agreed to go out together ."	remember	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	341	#
said	5	"Do you remember you [said] that dating was unnatural , but we agreed to go out together ."	say	0	0	ccomp_VTENSED=>mark-that	0	ccomp_VTENSED=>mark-that	0	341	#
was	8	"Do you remember you said that dating [was] unnatural , but we agreed to go out together ."	be	0	0	acomp	0	acomp	0	341	#
agreed	13	"Do you remember you said that dating was unnatural , but we [agreed] to go out together ."	agree	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	341	#
is	4	"This particular image [is] a great example of beauty , progress , but also has a classic hint with stylish glamour ."	be	0	0	xcomp_N	0	xcomp_N	0	342	#
like	3	I would [like] to stress that our local community strongly opposes the opening of Super-Mart in our town .	like	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	343	#
stress	5	I would like to [stress] that our local community strongly opposes the opening of Super-Mart in our town .	stress	0	0	ccomp_VTENSED=>mark-that	0	ccomp_VTENSED=>mark-that	0	343	#
opposes	11	I would like to stress that our local community strongly [opposes] the opening of Super-Mart in our town .	oppose	0	0	dobj_N	0	dobj_N	0	343	#
speak	3	"I can [speak] Russian , English and German ."	speak	0	0	dobj_N	0	dobj_N	0	344	#
make	8	we could fill them with somewater to [make] the bottle heavier .	make	0	0	dobj_N:xcomp_ADJ	0	dobj_N:xcomp_ADJ	0	345	#
taking	3	Think about [taking] your neighbour 's dog with you .	take	0	0	dobj_N:prep=>pobj	with	dobj_N:prep=>pobj	with	346	#
was	4	"The whole lounge [was] noisy , someone was talking about the strike , someone was anxious to ask for changing the airline ."	be	0	0	acomp	0	acomp	0	349	#
talking	9	"The whole lounge was noisy , someone was [talking] about the strike , someone was anxious to ask for changing the airline ."	talk	0	0	prep=>pobj	about	prep=>pobj	about	349	#
was	15	"The whole lounge was noisy , someone was talking about the strike , someone [was] anxious to ask for changing the airline ."	be	0	0	acomp	0	acomp	0	349	#
changing	20	"The whole lounge was noisy , someone was talking about the strike , someone was anxious to ask for [changing] the airline ."	change	0	0	dobj_N	0	dobj_N	0	349	#
believe	2	I [believe] I will be a remarkable asset to your center .	believe	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	350	#
be	5	I believe I will [be] a remarkable asset to your center .	be	0	0	xcomp_N	0	xcomp_N	0	350	#
is	5	My daughter 's name [is] Maria .	be	0	0	xcomp_N	0	xcomp_N	0	351	#
is	3	"However this [is] really hard , because you do n't want to miss important actions ."	be	0	0	acomp	0	acomp	0	352	#
want	11	"However this is really hard , because you do n't [want] to miss important actions ."	want	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	352	#
miss	13	"However this is really hard , because you do n't want to [miss] important actions ."	miss	0	0	dobj_N	0	dobj_N	0	352	#
helps	4	Better schedule controling [helps] us feel easier and avoid unnecessarily thrusting your mind in haste .	help	0	0	dobj_N:xcomp_VBARE	0	dobj_N:xcomp_VBARE	0	353	#
avoid	9	Better schedule controling helps us feel easier and [avoid] unnecessarily thrusting your mind in haste .	avoid	0	0	xcomp_VING	0	xcomp_VING	0	353	#
thrusting	11	Better schedule controling helps us feel easier and avoid unnecessarily [thrusting] your mind in haste .	thrust	0	0	dobj_N	0	dobj_N	0	353	#
have	3	My family [have] three peoples .	have	0	0	dobj_N	0	dobj_N	0	354	#
is	2	What [is] your size of clothes ?	be	0	0	xcomp_N	0	xcomp_N	0	355	#
has	9	"Firstly , a person with a doctor degree [has] a legal claim to be addressed as doctor ."	have	0	0	dobj_N	0	dobj_N	0	356	#
addressed	15	"Firstly , a person with a doctor degree has a legal claim to be [addressed] as doctor ."	address	1	0	dobj_N:prep=>pobj	as	dobj_N:prep=>pobj	as	356	#
is	6	My deadline for the goal [is] next April .	be	0	0	xcomp_N	0	xcomp_N	0	357	#
love	2	I [love] my job because I help the people and I always take brakes .	love	0	0	dobj_N	0	dobj_N	0	358	#
help	7	I love my job because I [help] the people and I always take brakes .	help	0	0	dobj_N	0	dobj_N	0	358	#
take	13	I love my job because I help the people and I always [take] brakes .	take	0	0	dobj_N	0	dobj_N	0	358	#
is	3	My name [is] Milyausha Sungatullina .	be	0	0	xcomp_N	0	xcomp_N	0	360	#
eat	3	"We 'll [eat] and drink spagetti , lozannie , ice-cream , red wine , apple and orange coke ."	eat	0	0	dobj_N	0	dobj_N	0	361	#
drink	5	"We 'll eat and [drink] spagetti , lozannie , ice-cream , red wine , apple and orange coke ."	drink	0	0	dobj_N	0	dobj_N	0	361	#
work	2	I [work] as a teacher .	work	0	0	prep=>pobj	as	prep=>pobj	as	362	#
want	2	I [want] to improve my english for my job and holiday .	want	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	363	#
improve	4	I want to [improve] my english for my job and holiday .	improve	0	0	dobj_N	0	dobj_N	0	363	#
does	14	Gwenneth Paltrow and Jeff Bridges excel in their roles and the supporting cast [does] a fine job too .	do	0	0	dobj_N	0	dobj_N	0	364	#
providing	22	"This bright contemporary home with three bedrooms , two bathrooms and a full finished day light basement is surrounded by woods [providing] lots of privacy ."	provide	0	0	dobj_N	0	dobj_N	0	366	#
have	3	If you [have] chance take documents and drinking water .	have	0	0	dobj_N	0	dobj_N	0	367	#
is	4	The red hat [is] nice to .	be	0	0	acomp	0	acomp	0	368	#
thrown	4	The balls are [thrown] until one of each type of balls has gone into the bin .	throw	1	0	dobj_N	0	dobj_N	0	369	#
gone	13	The balls are thrown until one of each type of balls has [gone] into the bin .	go	0	0	prep=>pobj	into	prep=>pobj	into	369	#
goes	2	William [goes] to school every morning .	go	0	0	prep=>pobj	to	prep=>pobj	to	370	#
graduated	3	My wife [graduated] Economy Universaty .	graduate	0	0	dobj_N	0	prep=>pobj	from	371	#
walk	4	And Granny can [walk] the dog every afternoon expect the Tuesday .	walk	0	0	dobj_N	0	dobj_N	0	372	#
Look	1	[Look] at the file attached .	look	0	0	prep=>pobj	at	prep=>pobj	at	373	#
have	3	"So we [have] some small problems when we meet , but we always come to an agreement on food to please everyone ."	have	0	0	dobj_N	0	dobj_N	0	374	#
please	21	"So we have some small problems when we meet , but we always come to an agreement on food to [please] everyone ."	please	0	0	dobj_N	0	dobj_N	0	374	#
study	8	I was Graphic Design but I only [study] here at moment .	study	0	0	advmod	0	advmod	0	375	#
are	2	There [are] five people in my family .	be	0	0	xcomp_N	0	xcomp_N	0	376	#
myarried	2	I [myarried] my husband Slava in 1987 .	marry	0	0	dobj_N	0	dobj_N	0	377	Spelling mistake: [myarried] should be [married]
's	14	Work outside with some of the most amazing animals in the world it ['s] absolutely for you .	be	0	0	prep=>pobj	for	prep=>pobj	for	379	#
appreciate	2	We [appreciate] your interest in our technical university in Colonia .	appreciate	0	0	dobj_N	0	dobj_N	0	380	#
is	2	Tina [is] a very nice and lovely person .	be	0	0	xcomp_N	0	xcomp_N	0	381	#
studing	4	"After four years [studing] in the college , I done a master course of economics and in the same time I started to work in a consultancy company ."	study	0	0	prep=>pobj	in	prep=>pobj	in	382	Spelling mistake: [studing] should be [studying]
done	10	"After four years studing in the college , I [done] a master course of economics and in the same time I started to work in a consultancy company ."	do	0	0	dobj_N	0	dobj_N	0	382	#
work	24	"After four years studing in the college , I done a master course of economics and in the same time I started to [work] in a consultancy company ."	work	0	0	prep=>pobj	in	prep=>pobj	in	382	#
launched	2	"Just [launched] on the market today , people are going crazy to get one that most Chinese stores have already sold out ."	launch	0	0	prep=>pobj	on	prep=>pobj	on	383	#
talking	3	"I 'm [talking] about a fabulous , a majestic and vintage TV from last century straight to your home ."	talk	0	0	prep=>pobj	about	prep=>pobj	about	384	#
was	2	I [was] in a museum and I eat in a great restaurant .	be	0	0	prep=>pobj	in	prep=>pobj	in	385	#
eat	8	I was in a museum and I [eat] in a great restaurant .	eat	0	0	prep=>pobj	in	prep=>pobj	in	385	#
make	6	"But we are able to [make] changes , since we are living under a good supervision ."	make	0	0	dobj_N	0	dobj_N	0	386	#
living	12	"But we are able to make changes , since we are [living] under a good supervision ."	live	0	0	prep=>pobj	under	prep=>pobj	under	386	#
lucked	10	"Anyway , despite all this confusion , he finally [lucked] out and was found unharmed ."	luck	0	0	prt	out	prt	out	387	#
have	10	"At the night , i usually go out to [have] fun with my girlfriend ."	have	0	0	dobj_N	0	dobj_N	0	388	#
help	18	"You should stay at home more time , spend time with your family , because they 'll [help] you ."	help	0	0	dobj_N	0	dobj_N	0	389	#
like	3	I 'd [like] to travel to New York next year as a short term goal .	like	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	390	#
including	7	"Please find enclosed a budget outline [including] my income , expenses and saving per month ."	include	0	0	dobj_N	0	dobj_N	0	391	#
is	6	The Place where I work [is] good .	be	0	0	acomp	0	acomp	0	393	#
are	2	There [are] many things near my house .	be	0	0	xcomp_N	0	xcomp_N	0	394	#
is	5	Hello Teacher my name [is] Werner .	be	0	0	xcomp_N	0	xcomp_N	0	395	#
see	5	Thanks a lotand I [see] you later .	see	0	0	dobj_N	0	dobj_N	0	396	#
features	2	It [features] original wood staircase and trim throught house .	feature	0	0	dobj_N	0	dobj_N	0	397	#
love	3	"The monkeys [love] to play , they are fun and confused ."	love	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	398	#
play	5	"The monkeys love to [play] , they are fun and confused ."	play	0	0	su	0	su	0	398	#
starts	8	"In S?o paulo , Brazil , summer [starts] in december , summer is sunny and very hot ."	start	0	0	prep=>pobj	in	prep=>pobj	in	399	#
is	13	"In S?o paulo , Brazil , summer starts in december , summer [is] sunny and very hot ."	be	0	0	acomp	0	acomp	0	399	#
send	2	"I [send] a answer yet , but I do n't know what happened do n't appear here , so I send this just to pass me to the next level ."	send	0	0	dobj_N	0	dobj_N	0	400	#
know	11	"I send a answer yet , but I do n't [know] what happened do n't appear here , so I send this just to pass me to the next level ."	know	0	0	ccomp_WHCOMP	0	ccomp_WHCOMP	0	400	#
happened	13	"I send a answer yet , but I do n't know what [happened] do n't appear here , so I send this just to pass me to the next level ."	happen	0	0	su	0	su	0	400	#
appear	16	"I send a answer yet , but I do n't know what happened do n't [appear] here , so I send this just to pass me to the next level ."	appear	0	0	advmod	0	advmod	0	400	#
send	21	"I send a answer yet , but I do n't know what happened do n't appear here , so I [send] this just to pass me to the next level ."	send	0	0	dobj_N	0	dobj_N	0	400	#
pass	25	"I send a answer yet , but I do n't know what happened do n't appear here , so I send this just to [pass] me to the next level ."	pass	0	0	dobj_N:prep=>pobj	to	dobj_N:prep=>pobj	to	400	#
walk	10	I usually mop the floor on wednesdays and I [walk] dogs every morning .	walk	0	0	dobj_N	0	dobj_N	0	401	#
sum	5	"If I can just [sum] up the main points , we should pick the second one and I am quite confident it will be the beginning of our further success ."	sum	0	0	dobj_N:prt	up	dobj_N:prt	up	403	#
pick	13	"If I can just sum up the main points , we should [pick] the second one and I am quite confident it will be the beginning of our further success ."	pick	0	0	dobj_N	0	dobj_N	0	403	#
be	24	"If I can just sum up the main points , we should pick the second one and I am quite confident it will [be] the beginning of our further success ."	be	0	0	xcomp_N	0	xcomp_N	0	403	#
know	9	"to those of you who do n't already [know] me , I am Bj?rn Scheiner and I want to become the new president for the student council ."	know	0	0	dobj_N	0	dobj_N	0	404	#
am	13	"to those of you who do n't already know me , I [am] Bj?rn Scheiner and I want to become the new president for the student council ."	be	0	0	xcomp_N	0	xcomp_N	0	404	#
want	18	"to those of you who do n't already know me , I am Bj?rn Scheiner and I [want] to become the new president for the student council ."	want	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	404	#
put	3	"You can [put] a hot mixture of vinegar , olive oil , and eucalyptus on aches and pains ."	put	0	0	dobj_N	0	dobj_N	0	405	#
have	2	I [have] breafast at nigh o'colck .	have	0	0	dobj_N	0	dobj_N	0	406	#
love	2	"I [love] you friend , Lele ."	love	0	0	dobj_N	0	dobj_N	0	407	#
clean	12	"I take the trash out on tuesday at night , and [clean] the house and sweep the floor 2 times a week ."	clean	0	0	dobj_N	0	dobj_N	0	408	#
sweep	16	"I take the trash out on tuesday at night , and clean the house and [sweep] the floor 2 times a week ."	sweep	0	0	dobj_N	0	dobj_N	0	408	#
wearing	3	She is [wearing] his favorite red dress .	wear	0	0	dobj_N	0	dobj_N	0	409	#
hope	2	I [hope] such a english online cours can help me to prove my skills in my free time .	hope	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	410	#
prove	12	I hope such a english online cours can help me to [prove] my skills in my free time .	prove	0	0	dobj_N	0	dobj_N	0	410	#
prefer	2	I [prefer] to avoid sitcoms at all .	prefer	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	411	#
avoid	4	I prefer to [avoid] sitcoms at all .	avoid	0	0	dobj_N	0	dobj_N	0	411	#
miss	3	Do n't [miss] the one-time opportunity to see your favorite players in person .	miss	0	0	dobj_N	0	dobj_N	0	412	#
see	8	Do n't miss the one-time opportunity to [see] your favorite players in person .	see	0	0	dobj_N	0	dobj_N	0	412	#
am	3	Now I [am] a teacher and a housewife .	be	0	0	xcomp_N	0	xcomp_N	0	414	#
be	3	I will [be] very grateful to you if you give me such an opportunity .	be	0	0	acomp	0	acomp	0	415	#
like	3	I would [like] to cook on Saturday .	like	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	416	#
demoted	13	Have you taking time off for pregnancy or maternity leave ever been [demoted] when you return to work ?	demote	1	0	dobj_N	0	dobj_N	0	417	#
return	16	Have you taking time off for pregnancy or maternity leave ever been demoted when you [return] to work ?	return	0	0	prep=>pobj	to	prep=>pobj	to	417	#
collect	16	"A wide inquiry area has been covered , in both of the markets , to [collect] the different impressions of different types ."	collect	0	0	dobj_N	0	dobj_N	0	418	#
invite	2	I [invite] you to a party .	invite	0	0	dobj_N:prep=>pobj	to	dobj_N:prep=>pobj	to	420	#
is	2	That [is] my family and I love all of them .	be	0	0	xcomp_N	0	xcomp_N	0	422	#
love	7	That is my family and I [love] all of them .	love	0	0	dobj_N	0	dobj_N	0	422	#
like	3	I 'd [like] to start our pr?sentation with a little quiz .	like	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	424	#
is	2	He [is] in the park .	be	0	0	prep=>pobj	in	prep=>pobj	in	425	#
are	5	My needs and goals [are] quite understandable and realistic .	be	0	0	acomp	0	acomp	0	426	#
was	2	He [was] a powerfull man with a powerfull private army .	be	0	0	xcomp_N	0	xcomp_N	0	427	#
is	2	Bryant [is] one of my best colleagues in my department .	be	0	0	xcomp_N	0	xcomp_N	0	429	#
studied	2	I [studied] the flute from 1984 to 1993 but now I do n't play the flute .	study	0	0	dobj_N	0	dobj_N	0	430	#
play	14	I studied the flute from 1984 to 1993 but now I do n't [play] the flute .	play	0	0	dobj_N	0	dobj_N	0	430	#
is	4	The third property [is] newly built apartments in Vathi .	be	0	0	xcomp_N	0	xcomp_N	0	431	#
meet	7	A woman is not encouraged to [meet] clients or invited to social events to meet them .	meet	0	0	dobj_N	0	dobj_N	0	432	#
meet	15	A woman is not encouraged to meet clients or invited to social events to [meet] them .	meet	0	0	dobj_N	0	dobj_N	0	432	#
'm	8	That 's a good start and I ['m] confident you can get it over .	be	0	0	acomp	0	acomp	0	433	#
going	3	John is [going] to tell Isabella about that .	go	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	435	#
is	7	"At night , the old town [is] very nice ."	be	0	0	acomp	0	acomp	0	436	#
pay	3	"If you [pay] attention the image shows a glamorous person dressed with classic clothes , what give her a stylish appearance , consequently it fits with Century ."	pay	0	0	dobj_N	0	dobj_N	0	437	#
shows	7	"If you pay attention the image [shows] a glamorous person dressed with classic clothes , what give her a stylish appearance , consequently it fits with Century ."	show	0	0	dobj_N	0	dobj_N	0	437	#
give	17	"If you pay attention the image shows a glamorous person dressed with classic clothes , what [give] her a stylish appearance , consequently it fits with Century ."	give	0	0	dobj_N:iobj	0	dobj_N:iobj	0	437	#
fits	25	"If you pay attention the image shows a glamorous person dressed with classic clothes , what give her a stylish appearance , consequently it [fits] with Century ."	fit	0	0	prep=>pobj	with	prep=>pobj	with	437	#
falling	5	"I think they are [falling] deeply love , they face the reality life and deal with these obstruct and difficult ."	fall	0	0	dobj_N	0	prep=>pobj	in	438	#
face	10	"I think they are falling deeply love , they [face] the reality life and deal with these obstruct and difficult ."	face	0	0	dobj_N	0	dobj_N	0	438	#
deal	15	"I think they are falling deeply love , they face the reality life and [deal] with these obstruct and difficult ."	deal	0	0	prep=>pobj	with	prep=>pobj	with	438	#
is	5	Everyone in my family [is] my best friend .	be	0	0	xcomp_N	0	xcomp_N	0	439	#
married	3	After I [married] I wanted to travel with my wife .	marry	0	0	su	0	su	0	440	#
wanted	5	After I married I [wanted] to travel with my wife .	want	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	440	#
travel	7	After I married I wanted to [travel] with my wife .	travel	0	0	prep=>pobj	with	prep=>pobj	with	440	#
is	5	Always a good suggestion [is] to take garlic .	be	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	441	#
take	7	Always a good suggestion is to [take] garlic .	take	0	0	dobj_N	0	dobj_N	0	441	#
's	3	"My name ['s] Kelly , and I 'm 26 years old ."	be	0	0	xcomp_N	0	xcomp_N	0	442	#
winning	8	"Congradulations on yourgraduating from university , and [winning] the reward !"	win	0	0	dobj_N	0	dobj_N	0	443	#
are	2	"There [are] three bedrooms , two bathrooms and a kitchen ."	be	0	0	xcomp_N	0	xcomp_N	0	444	#
dance	3	"I can [dance] and sing , but I ca n't play an instrument ."	dance	0	0	su	0	su	0	445	#
sing	5	"I can dance and [sing] , but I ca n't play an instrument ."	sing	0	0	su	0	su	0	445	#
play	11	"I can dance and sing , but I ca n't [play] an instrument ."	play	0	0	dobj_N	0	dobj_N	0	445	#
eating	3	I 'm [eating] the cake and watching tv .	eat	0	0	dobj_N	0	dobj_N	0	446	#
watching	7	I 'm eating the cake and [watching] tv .	watch	0	0	dobj_N	0	dobj_N	0	446	#
like	4	If you would [like] to discuss this with me .	like	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	447	#
discuss	6	If you would like to [discuss] this with me .	discuss	0	0	dobj_N:prep=>pobj	with	dobj_N:prep=>pobj	with	447	#
like	3	"I would [like] to buy me a horse , so I could go for a ride everyday ."	like	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	448	#
go	13	"I would like to buy me a horse , so I could [go] for a ride everyday ."	go	0	0	prep=>pobj	for	prep=>pobj	for	448	#
offered	3	"Then he [offered] to come to his flat to sleep there , ? cause it wasn ? t so far away ."	offer	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	449	#
come	5	"Then he offered to [come] to his flat to sleep there , ? cause it wasn ? t so far away ."	come	0	0	prep=>pobj	to	prep=>pobj	to	449	#
sleep	10	"Then he offered to come to his flat to [sleep] there , ? cause it wasn ? t so far away ."	sleep	0	0	advmod	0	advmod	0	449	#
think	2	I [think] I am the perfect candidate for this position .	think	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	451	#
am	4	I think I [am] the perfect candidate for this position .	be	0	0	xcomp_N	0	xcomp_N	0	451	#
hear	3	If you [hear] the allarm you have to get out of your hotel .	hear	0	0	dobj_N	0	dobj_N	0	452	#
have	7	If you hear the allarm you [have] to get out of your hotel .	have	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	452	#
love	2	I [love] my carrer and my dream is teach in brazil univesity .	love	0	0	dobj_N	0	dobj_N	0	454	#
is	8	I love my carrer and my dream [is] teach in brazil univesity .	be	0	0	xcomp_VBARE	0	xcomp_VBARE=>aux_TO	0	454	#
teach	9	I love my carrer and my dream is [teach] in brazil univesity .	teach	0	0	prep=>pobj	in	prep=>pobj	in	454	#
like	3	I would [like] you to come to my house in No. 5 Yellow Street at 1pm .	like	0	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	456	#
come	6	I would like you to [come] to my house in No. 5 Yellow Street at 1pm .	come	0	0	prep=>pobj	to	prep=>pobj	to	456	#
live	5	"Besides , if you [live] in a hustle-and-bustle style and also want to help , perhaps you can consider offering financial assistance and meanwhile provide some vacations for the jobless to go back on their track ."	live	0	0	prep=>pobj	in	prep=>pobj	in	457	#
want	12	"Besides , if you live in a hustle-and-bustle style and also [want] to help , perhaps you can consider offering financial assistance and meanwhile provide some vacations for the jobless to go back on their track ."	want	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	457	#
consider	19	"Besides , if you live in a hustle-and-bustle style and also want to help , perhaps you can [consider] offering financial assistance and meanwhile provide some vacations for the jobless to go back on their track ."	consider	0	0	xcomp_VING	0	xcomp_VING	0	457	#
offering	20	"Besides , if you live in a hustle-and-bustle style and also want to help , perhaps you can consider [offering] financial assistance and meanwhile provide some vacations for the jobless to go back on their track ."	offer	0	0	dobj_N	0	dobj_N	0	457	#
live	3	My parets [live] near Tyumen .	live	0	0	prep=>pobj	near	prep=>pobj	near	458	#
tell	3	I must [tell] you something about Canada cultures befor you come .	tell	0	0	dobj_N:iobj	0	dobj_N:iobj	0	461	#
come	11	I must tell you something about Canada cultures befor you [come] .	come	0	0	su	0	su	0	461	#
be	3	There should [be] specific ways in which children could use the cards .	be	0	0	xcomp_N	0	xcomp_N	0	465	#
use	10	There should be specific ways in which children could [use] the cards .	use	0	0	dobj_N	0	dobj_N	0	465	#
suffer	7	"In case non-observance , you will [suffer] a just punishment ."	suffer	0	0	dobj_N	0	dobj_N	0	466	#
have	7	I did n't married and i [have] n't any Child .	have	0	0	dobj_N	0	dobj_N	0	467	#
play	3	"I can [play] basketball , pingpang ball , tennis , but I ca n't play golf ."	play	0	0	dobj_N	0	dobj_N	0	469	#
play	15	"I can play basketball , pingpang ball , tennis , but I ca n't [play] golf ."	play	0	0	dobj_N	0	dobj_N	0	469	#
wear	2	He [wear] a blue jacket .	wear	0	0	dobj_N	0	dobj_N	0	471	#
get	3	I will [get] some drinks and food .	get	0	0	dobj_N	0	dobj_N	0	472	#
are	2	There [are] many opportunities for I improve my job prospect and have a good time in these five years .	be	0	0	xcomp_N	0	xcomp_N	0	473	#
improve	7	There are many opportunities for I [improve] my job prospect and have a good time in these five years .	improve	0	0	dobj_N	0	dobj_N	0	473	#
have	12	There are many opportunities for I improve my job prospect and [have] a good time in these five years .	have	0	0	dobj_N	0	dobj_N	0	473	#
studying	5	I ? ve been [studying] your necessities and looking for an adequate property .	study	0	0	dobj_N	0	dobj_N	0	475	#
looking	9	I ? ve been studying your necessities and [looking] for an adequate property .	look	0	0	prep=>pobj	for	prep=>pobj	for	475	#
hear	3	"When you [hear] a emergency alarm , you have to go to exit to the starway ."	hear	0	0	dobj_N	0	dobj_N	0	476	#
have	9	"When you hear a emergency alarm , you [have] to go to exit to the starway ."	have	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	476	#
go	11	"When you hear a emergency alarm , you have to [go] to exit to the starway ."	go	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	476	#
hope	2	I [hope] we can still be friends .	hope	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	477	#
be	6	I hope we can still [be] friends .	be	0	0	xcomp_N	0	xcomp_N	0	477	#
like	2	I [like] to study English here .	like	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	478	#
study	4	I like to [study] English here .	study	0	0	dobj_N	0	dobj_N	0	478	#
browse	14	"They could deliver the service online through a Website that allows everybody to [browse] their inventory , add what they want to a shopping cart and check out using a secure server ."	browse	0	0	dobj_N	0	dobj_N	0	479	#
check	27	"They could deliver the service online through a Website that allows everybody to browse their inventory , add what they want to a shopping cart and [check] out using a secure server ."	check	0	0	prt	out	prt	out	479	#
given	4	Each player is [given] a frisbee and is allowed to take two shots on each turn .	give	1	0	dobj_N:iobj	0	dobj_N:iobj	0	480	#
take	11	Each player is given a frisbee and is allowed to [take] two shots on each turn .	take	0	0	dobj_N	0	dobj_N	0	480	#
is	4	"But sometimes he [is] not good at listening to other people 's ideas , he become a little bit aggressive ."	be	0	0	acomp	0	acomp	0	481	#
listening	8	"But sometimes he is not good at [listening] to other people 's ideas , he become a little bit aggressive ."	listen	0	0	prep=>pobj	to	prep=>pobj	to	481	#
become	16	"But sometimes he is not good at listening to other people 's ideas , he [become] a little bit aggressive ."	become	0	0	acomp	0	acomp	0	481	#
was	10	"First the airline overbooked that day then the departure [was] late , I had to wait for two and half hour ."	be	0	0	acomp	0	acomp	0	482	#
had	14	"First the airline overbooked that day then the departure was late , I [had] to wait for two and half hour ."	have	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	482	#
wait	16	"First the airline overbooked that day then the departure was late , I had to [wait] for two and half hour ."	wait	0	0	prep=>pobj	for	prep=>pobj	for	482	#
are	2	Monkeys [are] smaller than lions .	be	0	0	acomp	0	acomp	0	483	#
are	8	The beige sweater and that white pants [are] expensive .	be	0	0	acomp	0	acomp	0	484	#
was	3	The cabin [was] dirty and full of ants .	be	0	0	acomp	0	acomp	0	485	#
live	2	I [live] in Rio Brilhante .	live	0	0	prep=>pobj	in	prep=>pobj	in	486	#
worry	3	"Do n't [worry] about grammar as you can put down your ideas as bullet points , or as numerical points ."	worry	0	0	prep=>pobj	about	prep=>pobj	about	487	#
make	6	Fill them with water to [make] them heavier .	make	0	0	dobj_N:xcomp_ADJ	0	dobj_N:xcomp_ADJ	0	488	#
are	2	"There [are] twelve desks , fourteen chairs and thirteen computers ."	be	0	0	xcomp_N	0	xcomp_N	0	489	#
'm	2	"I ['m] a accountant in Shanghai jing-xi electronics imformation system co. , ltd. ."	be	0	0	xcomp_N	0	xcomp_N	0	490	#
be	11	I think the home environment and many other things can [be] the sources of stress .	be	0	0	xcomp_N	0	xcomp_N	0	492	#
like	2	I [like] playing badminton because it 's fun and exciting .	like	0	0	xcomp_VING	0	xcomp_VING	0	495	#
playing	3	I like [playing] badminton because it 's fun and exciting .	play	0	0	dobj_N	0	dobj_N	0	495	#
's	7	I like playing badminton because it ['s] fun and exciting .	be	0	0	acomp	0	acomp	0	495	#
